order_id,machine_id,shift_id,supervisor,units_produced,units_defective,unidades_optimas
5145,25,1,Supervisor_1,411,16,395
5146,49,2,Supervisor_2,141,2,139
5147,15,3,Supervisor_3,419,11,408
5148,49,3,Supervisor_3,387,0,387
5149,47,2,Supervisor_2,409,25,384
5150,25,3,Supervisor_3,240,0,240
5151,32,1,Supervisor_1,484,20,464
5152,30,1,Supervisor_1,255,15,240
5153,37,2,Supervisor_2,254,0,254
5154,35,2,Supervisor_2,154,8,146
5155,37,2,Supervisor_2,190,6,184
5156,37,2,Supervisor_2,116,6,110
5157,32,1,Supervisor_1,375,15,360
5158,37,1,Supervisor_1,322,11,311
5159,2,2,Supervisor_2,351,16,335
5160,8,1,Supervisor_1,243,11,232
5161,20,3,Supervisor_3,417,8,409
5162,33,2,Supervisor_2,352,1,351
5163,28,1,Supervisor_1,66,3,63
5164,3,2,Supervisor_2,415,21,394
5165,45,3,Supervisor_3,152,7,145
5166,23,2,Supervisor_2,67,2,65
5167,25,3,Supervisor_3,90,2,88
5168,41,1,Supervisor_1,412,9,403
5169,4,1,Supervisor_1,209,5,204
5170,15,3,Supervisor_3,498,16,482
5171,21,2,Supervisor_2,57,3,54
5172,8,1,Supervisor_1,132,4,128
5173,38,3,Supervisor_3,372,7,365
5174,31,3,Supervisor_3,340,19,321
5175,24,3,Supervisor_3,103,4,99
5176,16,2,Supervisor_2,432,0,432
5177,32,3,Supervisor_3,366,20,346
5178,13,2,Supervisor_2,471,35,436
5179,1,3,Supervisor_3,396,11,385
5180,26,3,Supervisor_3,130,7,123
5181,30,2,Supervisor_2,169,5,164
5182,3,3,Supervisor_3,183,8,175
5183,8,2,Supervisor_2,486,26,460
5184,37,1,Supervisor_1,327,8,319
5185,43,2,Supervisor_2,475,16,459
5186,28,3,Supervisor_3,114,1,113
5187,3,3,Supervisor_3,481,24,457
5188,1,3,Supervisor_3,399,20,379
5189,8,2,Supervisor_2,318,21,297
5190,50,1,Supervisor_1,187,7,180
5191,45,1,Supervisor_1,242,1,241
5192,1,2,Supervisor_2,304,19,285
5193,14,2,Supervisor_2,239,2,237
5194,10,2,Supervisor_2,54,1,53
5195,45,1,Supervisor_1,367,0,367
5196,4,2,Supervisor_2,249,8,241
5197,33,1,Supervisor_1,249,0,249
5198,33,3,Supervisor_3,203,15,188
5199,41,1,Supervisor_1,311,12,299
5200,34,3,Supervisor_3,158,9,149
5201,43,2,Supervisor_2,70,5,65
5202,6,3,Supervisor_3,256,1,255
5203,39,2,Supervisor_2,387,25,362
5204,14,1,Supervisor_1,341,10,331
5205,10,1,Supervisor_1,306,12,294
5206,37,3,Supervisor_3,426,18,408
5207,4,1,Supervisor_1,268,9,259
5208,43,2,Supervisor_2,489,25,464
5209,49,3,Supervisor_3,184,11,173
5210,10,1,Supervisor_1,457,12,445
5211,10,2,Supervisor_2,154,10,144
5212,20,1,Supervisor_1,467,15,452
5213,37,2,Supervisor_2,386,12,374
5214,34,1,Supervisor_1,358,10,348
5215,44,2,Supervisor_2,466,22,444
5216,28,2,Supervisor_2,174,11,163
5217,16,1,Supervisor_1,81,0,81
5218,40,2,Supervisor_2,448,26,422
5219,33,1,Supervisor_1,129,8,121
5220,31,2,Supervisor_2,419,7,412
5221,42,2,Supervisor_2,451,32,419
5222,8,2,Supervisor_2,72,0,72
5223,22,1,Supervisor_1,319,3,316
5224,13,3,Supervisor_3,257,16,241
5225,3,2,Supervisor_2,119,1,118
5226,14,2,Supervisor_2,354,0,354
5227,7,2,Supervisor_2,76,5,71
5228,5,3,Supervisor_3,102,5,97
5229,17,1,Supervisor_1,241,14,227
5230,43,1,Supervisor_1,78,1,77
5231,41,2,Supervisor_2,100,4,96
5232,31,1,Supervisor_1,234,10,224
5233,11,3,Supervisor_3,379,26,353
5234,44,2,Supervisor_2,423,0,423
5235,32,3,Supervisor_3,168,3,165
5236,48,3,Supervisor_3,460,13,447
5237,38,3,Supervisor_3,418,26,392
5238,29,3,Supervisor_3,413,30,383
5239,34,1,Supervisor_1,493,25,468
5240,16,2,Supervisor_2,291,15,276
5241,49,1,Supervisor_1,393,6,387
5242,36,1,Supervisor_1,342,5,337
5243,10,3,Supervisor_3,91,6,85
5244,19,1,Supervisor_1,462,34,428
5245,2,2,Supervisor_2,440,2,438
5246,22,3,Supervisor_3,418,0,418
5247,28,3,Supervisor_3,246,0,246
5248,36,1,Supervisor_1,438,9,429
5249,29,3,Supervisor_3,399,29,370
5250,36,2,Supervisor_2,108,0,108
5251,20,3,Supervisor_3,103,8,95
5252,43,1,Supervisor_1,315,1,314
5253,38,3,Supervisor_3,325,6,319
5254,50,3,Supervisor_3,301,14,287
5255,12,1,Supervisor_1,397,16,381
5256,29,2,Supervisor_2,194,1,193
5257,49,2,Supervisor_2,224,0,224
5258,48,1,Supervisor_1,99,7,92
5259,38,1,Supervisor_1,362,22,340
5260,42,3,Supervisor_3,235,2,233
5261,32,3,Supervisor_3,139,4,135
5262,36,3,Supervisor_3,164,11,153
5263,39,2,Supervisor_2,108,5,103
5264,35,1,Supervisor_1,100,2,98
5265,40,2,Supervisor_2,403,32,371
5266,29,3,Supervisor_3,407,7,400
5267,22,2,Supervisor_2,243,17,226
5268,12,2,Supervisor_2,465,17,448
5269,46,2,Supervisor_2,130,2,128
5270,6,1,Supervisor_1,60,3,57
5271,20,1,Supervisor_1,382,28,354
5272,19,3,Supervisor_3,354,12,342
5273,7,3,Supervisor_3,105,0,105
5274,15,3,Supervisor_3,154,7,147
5275,20,1,Supervisor_1,499,10,489
5276,38,2,Supervisor_2,298,18,280
5277,16,2,Supervisor_2,386,0,386
5278,14,1,Supervisor_1,470,7,463
5279,42,2,Supervisor_2,335,2,333
5280,40,3,Supervisor_3,188,10,178
5281,34,2,Supervisor_2,103,1,102
5282,25,3,Supervisor_3,92,6,86
5283,46,2,Supervisor_2,157,3,154
5284,9,3,Supervisor_3,299,15,284
5285,6,3,Supervisor_3,434,19,415
5286,15,3,Supervisor_3,435,9,426
5287,25,2,Supervisor_2,409,23,386
5288,40,3,Supervisor_3,302,20,282
5289,48,2,Supervisor_2,290,13,277
5290,8,1,Supervisor_1,65,4,61
5291,47,1,Supervisor_1,307,5,302
5292,16,2,Supervisor_2,141,11,130
5293,23,3,Supervisor_3,492,15,477
5294,28,1,Supervisor_1,383,24,359
5295,8,3,Supervisor_3,102,4,98
5296,14,3,Supervisor_3,454,23,431
5297,20,3,Supervisor_3,439,8,431
5298,18,3,Supervisor_3,93,1,92
5299,40,2,Supervisor_2,421,23,398
5300,13,3,Supervisor_3,156,2,154
5301,29,1,Supervisor_1,98,1,97
5302,17,3,Supervisor_3,444,13,431
5303,10,1,Supervisor_1,327,25,302
5304,1,2,Supervisor_2,121,8,113
5305,8,2,Supervisor_2,259,19,240
5306,20,1,Supervisor_1,391,1,390
5307,41,2,Supervisor_2,318,8,310
5308,26,3,Supervisor_3,126,5,121
5309,35,2,Supervisor_2,357,22,335
5310,48,1,Supervisor_1,252,17,235
5311,8,1,Supervisor_1,170,5,165
5312,3,2,Supervisor_2,341,5,336
5313,20,1,Supervisor_1,360,25,335
5314,20,1,Supervisor_1,289,10,279
5315,18,1,Supervisor_1,244,8,236
5316,10,3,Supervisor_3,133,5,128
5317,50,2,Supervisor_2,280,20,260
5318,29,3,Supervisor_3,273,14,259
5319,36,2,Supervisor_2,126,1,125
5320,25,1,Supervisor_1,79,4,75
5321,19,1,Supervisor_1,401,6,395
5322,16,1,Supervisor_1,424,14,410
5323,11,3,Supervisor_3,238,17,221
5324,19,2,Supervisor_2,380,7,373
5325,1,3,Supervisor_3,290,18,272
5326,48,3,Supervisor_3,250,9,241
5327,24,2,Supervisor_2,151,3,148
5328,8,1,Supervisor_1,270,10,260
5329,50,2,Supervisor_2,420,0,420
5330,33,2,Supervisor_2,419,16,403
5331,40,2,Supervisor_2,99,2,97
5332,46,1,Supervisor_1,94,0,94
5333,43,2,Supervisor_2,152,5,147
5334,45,1,Supervisor_1,180,2,178
5335,37,1,Supervisor_1,382,19,363
5336,28,3,Supervisor_3,461,16,445
5337,16,2,Supervisor_2,66,2,64
5338,24,1,Supervisor_1,141,6,135
5339,37,3,Supervisor_3,252,1,251
5340,14,2,Supervisor_2,344,16,328
5341,25,3,Supervisor_3,269,17,252
5342,11,3,Supervisor_3,85,2,83
5343,23,2,Supervisor_2,497,34,463
5344,44,2,Supervisor_2,222,7,215
5345,44,3,Supervisor_3,296,7,289
5346,32,2,Supervisor_2,231,17,214
5347,19,2,Supervisor_2,283,21,262
5348,38,1,Supervisor_1,437,16,421
5349,30,1,Supervisor_1,55,2,53
5350,18,3,Supervisor_3,434,2,432
5351,22,2,Supervisor_2,424,2,422
5352,17,2,Supervisor_2,418,6,412
5353,28,1,Supervisor_1,387,30,357
5354,37,2,Supervisor_2,225,13,212
5355,9,1,Supervisor_1,167,12,155
5356,48,3,Supervisor_3,449,15,434
5357,37,2,Supervisor_2,337,17,320
5358,27,3,Supervisor_3,172,10,162
5359,5,3,Supervisor_3,348,8,340
5360,3,2,Supervisor_2,106,2,104
5361,31,1,Supervisor_1,204,0,204
5362,12,2,Supervisor_2,169,12,157
5363,1,3,Supervisor_3,314,10,304
5364,19,3,Supervisor_3,199,14,185
5365,32,1,Supervisor_1,360,20,340
5366,7,1,Supervisor_1,282,19,263
5367,28,1,Supervisor_1,192,0,192
5368,26,2,Supervisor_2,364,27,337
5369,20,3,Supervisor_3,360,21,339
5370,26,2,Supervisor_2,394,1,393
5371,20,3,Supervisor_3,376,2,374
5372,5,1,Supervisor_1,328,18,310
5373,45,1,Supervisor_1,419,18,401
5374,27,3,Supervisor_3,292,20,272
5375,36,1,Supervisor_1,334,8,326
5376,27,1,Supervisor_1,316,24,292
5377,23,3,Supervisor_3,157,11,146
5378,3,2,Supervisor_2,424,18,406
5379,16,3,Supervisor_3,66,0,66
5380,31,1,Supervisor_1,275,15,260
5381,48,1,Supervisor_1,161,11,150
5382,25,2,Supervisor_2,81,4,77
5383,3,3,Supervisor_3,493,34,459
5384,19,3,Supervisor_3,337,22,315
5385,44,2,Supervisor_2,329,21,308
5386,47,3,Supervisor_3,237,15,222
5387,35,1,Supervisor_1,80,2,78
5388,29,3,Supervisor_3,319,24,295
5389,20,1,Supervisor_1,443,12,431
5390,14,2,Supervisor_2,173,10,163
5391,12,1,Supervisor_1,340,22,318
5392,34,3,Supervisor_3,379,4,375
5393,10,2,Supervisor_2,132,8,124
5394,13,2,Supervisor_2,247,16,231
5395,44,3,Supervisor_3,483,13,470
5396,34,2,Supervisor_2,413,19,394
5397,25,1,Supervisor_1,248,5,243
5398,4,3,Supervisor_3,365,0,365
5399,17,3,Supervisor_3,312,7,305
5400,31,1,Supervisor_1,246,11,235
5401,36,2,Supervisor_2,435,13,422
5402,17,1,Supervisor_1,233,2,231
5403,44,2,Supervisor_2,165,10,155
5404,5,3,Supervisor_3,459,31,428
5405,38,2,Supervisor_2,237,0,237
5406,14,3,Supervisor_3,73,4,69
5407,32,1,Supervisor_1,339,22,317
5408,1,3,Supervisor_3,232,13,219
5409,37,2,Supervisor_2,68,2,66
5410,11,2,Supervisor_2,156,9,147
5411,36,1,Supervisor_1,301,0,301
5412,37,2,Supervisor_2,155,11,144
5413,47,1,Supervisor_1,274,5,269
5414,3,1,Supervisor_1,187,12,175
5415,6,3,Supervisor_3,427,32,395
5416,36,2,Supervisor_2,397,9,388
5417,5,2,Supervisor_2,269,10,259
5418,1,1,Supervisor_1,124,4,120
5419,48,2,Supervisor_2,276,0,276
5420,3,3,Supervisor_3,55,3,52
5421,45,1,Supervisor_1,119,5,114
5422,29,2,Supervisor_2,291,17,274
5423,28,1,Supervisor_1,472,19,453
5424,32,2,Supervisor_2,441,15,426
5425,8,1,Supervisor_1,356,3,353
5426,2,1,Supervisor_1,442,0,442
5427,45,3,Supervisor_3,68,2,66
5428,29,1,Supervisor_1,394,30,364
5429,23,2,Supervisor_2,139,9,130
5430,5,1,Supervisor_1,304,22,282
5431,46,1,Supervisor_1,236,0,236
5432,37,3,Supervisor_3,117,8,109
5433,20,1,Supervisor_1,362,9,353
5434,48,1,Supervisor_1,331,19,312
5435,36,3,Supervisor_3,455,8,447
5436,37,2,Supervisor_2,54,1,53
5437,8,3,Supervisor_3,490,0,490
5438,13,1,Supervisor_1,413,2,411
5439,19,1,Supervisor_1,385,6,379
5440,33,3,Supervisor_3,344,13,331
5441,45,3,Supervisor_3,413,27,386
5442,28,2,Supervisor_2,210,12,198
5443,25,1,Supervisor_1,285,5,280
5444,21,1,Supervisor_1,139,10,129
5445,49,2,Supervisor_2,315,24,291
5446,9,1,Supervisor_1,219,14,205
5447,10,3,Supervisor_3,440,21,419
5448,16,2,Supervisor_2,366,15,351
5449,36,2,Supervisor_2,236,14,222
5450,44,2,Supervisor_2,82,2,80
5451,17,1,Supervisor_1,430,21,409
5452,15,3,Supervisor_3,65,3,62
5453,41,1,Supervisor_1,224,6,218
5454,39,3,Supervisor_3,195,12,183
5455,34,3,Supervisor_3,424,6,418
5456,30,1,Supervisor_1,58,4,54
5457,38,3,Supervisor_3,414,6,408
5458,6,3,Supervisor_3,279,8,271
5459,16,3,Supervisor_3,52,2,50
5460,49,1,Supervisor_1,184,6,178
5461,46,2,Supervisor_2,256,16,240
5462,46,2,Supervisor_2,325,11,314
5463,12,1,Supervisor_1,128,1,127
5464,20,2,Supervisor_2,181,13,168
5465,26,1,Supervisor_1,386,17,369
5466,8,2,Supervisor_2,255,15,240
5467,27,3,Supervisor_3,339,23,316
5468,42,1,Supervisor_1,348,26,322
5469,47,3,Supervisor_3,497,1,496
5470,16,2,Supervisor_2,197,6,191
5471,49,3,Supervisor_3,124,3,121
5472,27,2,Supervisor_2,338,16,322
5473,12,2,Supervisor_2,428,22,406
5474,26,3,Supervisor_3,333,16,317
5475,28,1,Supervisor_1,224,4,220
5476,32,2,Supervisor_2,117,9,108
5477,6,3,Supervisor_3,433,19,414
5478,11,1,Supervisor_1,366,20,346
5479,34,2,Supervisor_2,445,10,435
5480,45,1,Supervisor_1,175,3,172
5481,6,1,Supervisor_1,301,3,298
5482,43,1,Supervisor_1,463,23,440
5483,11,2,Supervisor_2,431,13,418
5484,35,1,Supervisor_1,160,5,155
5485,12,2,Supervisor_2,476,2,474
5486,9,3,Supervisor_3,168,1,167
5487,7,3,Supervisor_3,394,7,387
5488,47,3,Supervisor_3,273,17,256
5489,38,1,Supervisor_1,218,11,207
5490,28,2,Supervisor_2,409,13,396
5491,6,1,Supervisor_1,181,5,176
5492,33,1,Supervisor_1,366,19,347
5493,9,3,Supervisor_3,116,7,109
5494,5,3,Supervisor_3,91,5,86
5495,34,3,Supervisor_3,299,12,287
5496,25,1,Supervisor_1,143,0,143
5497,35,3,Supervisor_3,376,17,359
5498,25,3,Supervisor_3,422,24,398
5499,11,1,Supervisor_1,50,3,47
5500,4,1,Supervisor_1,412,11,401
5501,8,2,Supervisor_2,130,6,124
5502,36,2,Supervisor_2,145,0,145
5503,41,2,Supervisor_2,325,15,310
5504,26,1,Supervisor_1,282,3,279
5505,43,3,Supervisor_3,485,14,471
5506,33,2,Supervisor_2,395,11,384
5507,26,3,Supervisor_3,362,19,343
5508,13,2,Supervisor_2,170,2,168
5509,41,3,Supervisor_3,208,10,198
5510,18,1,Supervisor_1,191,4,187
5511,17,1,Supervisor_1,372,1,371
5512,16,2,Supervisor_2,292,3,289
5513,2,3,Supervisor_3,71,1,70
5514,38,1,Supervisor_1,460,14,446
5515,5,1,Supervisor_1,232,9,223
5516,3,1,Supervisor_1,105,5,100
5517,27,1,Supervisor_1,319,0,319
5518,15,1,Supervisor_1,121,8,113
5519,42,1,Supervisor_1,411,9,402
5520,38,3,Supervisor_3,169,4,165
5521,15,3,Supervisor_3,71,3,68
5522,44,2,Supervisor_2,105,3,102
5523,41,3,Supervisor_3,146,0,146
5524,45,3,Supervisor_3,195,7,188
5525,45,2,Supervisor_2,425,24,401
5526,33,1,Supervisor_1,468,3,465
5527,38,3,Supervisor_3,318,19,299
5528,29,1,Supervisor_1,249,11,238
5529,40,3,Supervisor_3,399,24,375
5530,1,3,Supervisor_3,208,7,201
5531,13,3,Supervisor_3,233,4,229
5532,48,3,Supervisor_3,224,8,216
5533,7,1,Supervisor_1,430,24,406
5534,14,3,Supervisor_3,406,0,406
5535,8,1,Supervisor_1,278,12,266
5536,25,1,Supervisor_1,216,2,214
5537,31,1,Supervisor_1,191,4,187
5538,50,3,Supervisor_3,324,1,323
5539,46,3,Supervisor_3,363,1,362
5540,37,2,Supervisor_2,132,7,125
5541,38,1,Supervisor_1,133,7,126
5542,42,1,Supervisor_1,61,2,59
5543,8,1,Supervisor_1,420,5,415
5544,6,1,Supervisor_1,401,13,388
5545,42,2,Supervisor_2,97,7,90
5546,24,3,Supervisor_3,123,6,117
5547,13,3,Supervisor_3,345,11,334
5548,12,3,Supervisor_3,450,33,417
5549,35,3,Supervisor_3,386,6,380
5550,5,1,Supervisor_1,99,3,96
5551,8,2,Supervisor_2,359,19,340
5552,23,1,Supervisor_1,173,9,164
5553,4,2,Supervisor_2,177,4,173
5554,32,3,Supervisor_3,155,9,146
5555,45,3,Supervisor_3,331,26,305
5556,40,1,Supervisor_1,54,0,54
5557,27,3,Supervisor_3,347,21,326
5558,33,3,Supervisor_3,478,16,462
5559,24,1,Supervisor_1,181,11,170
5560,4,3,Supervisor_3,466,14,452
5561,34,1,Supervisor_1,154,8,146
5562,41,1,Supervisor_1,227,14,213
5563,24,1,Supervisor_1,74,2,72
5564,28,1,Supervisor_1,334,25,309
5565,38,2,Supervisor_2,100,2,98
5566,12,2,Supervisor_2,391,22,369
5567,15,2,Supervisor_2,91,4,87
5568,32,2,Supervisor_2,212,16,196
5569,43,3,Supervisor_3,480,6,474
5570,5,3,Supervisor_3,143,6,137
5571,13,2,Supervisor_2,58,4,54
5572,17,1,Supervisor_1,311,11,300
5573,45,2,Supervisor_2,101,3,98
5574,10,3,Supervisor_3,442,11,431
5575,16,3,Supervisor_3,325,10,315
5576,33,3,Supervisor_3,53,2,51
5577,23,1,Supervisor_1,221,6,215
5578,1,3,Supervisor_3,236,12,224
5579,41,3,Supervisor_3,160,4,156
5580,14,2,Supervisor_2,389,15,374
5581,25,3,Supervisor_3,169,5,164
5582,33,2,Supervisor_2,388,12,376
5583,50,2,Supervisor_2,422,10,412
5584,47,3,Supervisor_3,398,2,396
5585,33,1,Supervisor_1,219,8,211
5586,12,2,Supervisor_2,157,1,156
5587,20,3,Supervisor_3,150,10,140
5588,2,3,Supervisor_3,336,18,318
5589,41,2,Supervisor_2,500,38,462
5590,45,3,Supervisor_3,72,3,69
5591,8,3,Supervisor_3,391,15,376
5592,39,2,Supervisor_2,161,2,159
5593,30,3,Supervisor_3,92,2,90
5594,32,2,Supervisor_2,355,13,342
5595,10,1,Supervisor_1,295,11,284
5596,29,1,Supervisor_1,395,15,380
5597,8,1,Supervisor_1,312,4,308
5598,9,2,Supervisor_2,231,17,214
5599,17,1,Supervisor_1,140,6,134
5600,27,2,Supervisor_2,494,36,458
5601,19,3,Supervisor_3,392,11,381
5602,43,3,Supervisor_3,491,4,487
5603,34,2,Supervisor_2,277,14,263
5604,24,3,Supervisor_3,165,3,162
5605,20,3,Supervisor_3,317,1,316
5606,24,3,Supervisor_3,108,1,107
5607,7,2,Supervisor_2,413,12,401
5608,37,2,Supervisor_2,494,10,484
5609,16,2,Supervisor_2,76,6,70
5610,18,3,Supervisor_3,297,21,276
5611,33,3,Supervisor_3,353,25,328
5612,41,1,Supervisor_1,79,2,77
5613,45,2,Supervisor_2,443,10,433
5614,24,2,Supervisor_2,239,9,230
5615,19,2,Supervisor_2,327,1,326
5616,22,1,Supervisor_1,251,4,247
5617,33,3,Supervisor_3,284,17,267
5618,1,3,Supervisor_3,402,27,375
5619,35,2,Supervisor_2,321,13,308
5620,4,2,Supervisor_2,131,9,122
5621,46,1,Supervisor_1,343,7,336
5622,28,2,Supervisor_2,173,0,173
5623,7,2,Supervisor_2,363,4,359
5624,23,3,Supervisor_3,498,0,498
5625,43,1,Supervisor_1,248,10,238
5626,27,1,Supervisor_1,421,31,390
5627,38,2,Supervisor_2,169,4,165
5628,49,1,Supervisor_1,119,1,118
5629,29,1,Supervisor_1,133,6,127
5630,24,2,Supervisor_2,191,1,190
5631,6,1,Supervisor_1,366,3,363
5632,36,3,Supervisor_3,373,23,350
5633,30,1,Supervisor_1,323,20,303
5634,30,3,Supervisor_3,206,0,206
5635,35,2,Supervisor_2,349,14,335
5636,20,3,Supervisor_3,58,2,56
5637,12,1,Supervisor_1,81,1,80
5638,27,3,Supervisor_3,373,5,368
5639,6,3,Supervisor_3,92,5,87
5640,13,3,Supervisor_3,147,10,137
5641,33,2,Supervisor_2,413,16,397
5642,3,2,Supervisor_2,485,4,481
5643,34,3,Supervisor_3,337,13,324
5644,9,3,Supervisor_3,164,7,157
5645,30,3,Supervisor_3,409,7,402
5646,3,2,Supervisor_2,64,1,63
5647,27,3,Supervisor_3,408,10,398
5648,5,1,Supervisor_1,315,18,297
5649,6,1,Supervisor_1,61,1,60
5650,33,3,Supervisor_3,303,0,303
5651,45,3,Supervisor_3,484,1,483
5652,8,3,Supervisor_3,84,3,81
5653,23,3,Supervisor_3,186,5,181
5654,9,1,Supervisor_1,174,6,168
5655,23,2,Supervisor_2,438,15,423
5656,2,3,Supervisor_3,436,2,434
5657,23,2,Supervisor_2,170,8,162
5658,35,2,Supervisor_2,78,5,73
5659,34,1,Supervisor_1,129,8,121
5660,25,1,Supervisor_1,325,6,319
5661,1,3,Supervisor_3,331,1,330
5662,39,3,Supervisor_3,149,5,144
5663,40,2,Supervisor_2,199,14,185
5664,30,2,Supervisor_2,305,11,294
5665,48,3,Supervisor_3,177,10,167
5666,40,2,Supervisor_2,171,4,167
5667,45,2,Supervisor_2,339,4,335
5668,50,3,Supervisor_3,265,16,249
5669,22,1,Supervisor_1,259,19,240
5670,10,1,Supervisor_1,161,3,158
5671,24,2,Supervisor_2,488,7,481
5672,43,1,Supervisor_1,56,2,54
5673,32,3,Supervisor_3,139,4,135
5674,29,2,Supervisor_2,228,17,211
5675,3,1,Supervisor_1,162,3,159
5676,17,1,Supervisor_1,401,24,377
5677,38,1,Supervisor_1,436,13,423
5678,10,3,Supervisor_3,140,6,134
5679,34,3,Supervisor_3,242,13,229
5680,45,3,Supervisor_3,442,13,429
5681,34,2,Supervisor_2,148,11,137
5682,24,2,Supervisor_2,370,23,347
5683,12,3,Supervisor_3,378,10,368
5684,7,2,Supervisor_2,106,7,99
5685,10,1,Supervisor_1,452,10,442
5686,10,1,Supervisor_1,317,22,295
5687,3,1,Supervisor_1,417,14,403
5688,20,3,Supervisor_3,482,17,465
5689,1,3,Supervisor_3,460,3,457
5690,7,1,Supervisor_1,449,33,416
5691,15,2,Supervisor_2,424,20,404
5692,37,1,Supervisor_1,484,10,474
5693,17,2,Supervisor_2,435,24,411
5694,6,1,Supervisor_1,143,1,142
5695,38,2,Supervisor_2,70,3,67
5696,48,2,Supervisor_2,350,20,330
5697,18,1,Supervisor_1,140,3,137
5698,31,3,Supervisor_3,181,0,181
5699,18,1,Supervisor_1,492,23,469
5700,26,1,Supervisor_1,317,22,295
5701,10,1,Supervisor_1,205,9,196
5702,6,2,Supervisor_2,95,6,89
5703,45,3,Supervisor_3,268,1,267
5704,37,1,Supervisor_1,477,26,451
5705,7,2,Supervisor_2,305,8,297
5706,30,3,Supervisor_3,91,1,90
5707,5,1,Supervisor_1,450,8,442
5708,36,2,Supervisor_2,317,15,302
5709,17,2,Supervisor_2,389,26,363
5710,7,3,Supervisor_3,339,15,324
5711,37,1,Supervisor_1,303,15,288
5712,49,1,Supervisor_1,197,1,196
5713,33,3,Supervisor_3,435,18,417
5714,38,3,Supervisor_3,317,14,303
5715,44,1,Supervisor_1,221,14,207
5716,41,1,Supervisor_1,322,17,305
5717,18,1,Supervisor_1,330,18,312
5718,27,2,Supervisor_2,198,0,198
5719,17,3,Supervisor_3,261,12,249
5720,40,1,Supervisor_1,177,12,165
5721,16,1,Supervisor_1,132,8,124
5722,9,3,Supervisor_3,361,25,336
5723,34,2,Supervisor_2,233,7,226
5724,3,1,Supervisor_1,283,6,277
5725,16,3,Supervisor_3,363,12,351
5726,18,2,Supervisor_2,444,4,440
5727,1,1,Supervisor_1,165,5,160
5728,35,2,Supervisor_2,261,14,247
5729,22,1,Supervisor_1,64,2,62
5730,29,1,Supervisor_1,250,8,242
5731,9,3,Supervisor_3,402,5,397
5732,33,1,Supervisor_1,102,8,94
5733,7,1,Supervisor_1,224,0,224
5734,16,2,Supervisor_2,449,35,414
5735,6,2,Supervisor_2,204,2,202
5736,14,2,Supervisor_2,329,17,312
5737,34,2,Supervisor_2,329,8,321
5738,31,2,Supervisor_2,63,3,60
5739,33,1,Supervisor_1,337,4,333
5740,43,3,Supervisor_3,85,4,81
5741,30,1,Supervisor_1,312,16,296
5742,21,1,Supervisor_1,80,0,80
5743,10,3,Supervisor_3,212,4,208
5744,48,1,Supervisor_1,450,18,432
5745,22,3,Supervisor_3,105,5,100
5746,16,3,Supervisor_3,244,13,231
5747,22,1,Supervisor_1,170,1,169
5748,44,2,Supervisor_2,122,7,115
5749,21,1,Supervisor_1,409,19,390
5750,6,1,Supervisor_1,500,39,461
5751,1,1,Supervisor_1,336,21,315
5752,34,3,Supervisor_3,391,19,372
5753,11,1,Supervisor_1,388,29,359
5754,34,2,Supervisor_2,416,29,387
5755,23,1,Supervisor_1,304,5,299
5756,18,2,Supervisor_2,125,2,123
5757,46,1,Supervisor_1,192,4,188
5758,6,3,Supervisor_3,242,17,225
5759,29,1,Supervisor_1,407,31,376
5760,45,2,Supervisor_2,179,13,166
5761,10,2,Supervisor_2,173,5,168
5762,12,2,Supervisor_2,421,12,409
5763,39,3,Supervisor_3,185,2,183
5764,28,3,Supervisor_3,444,32,412
5765,32,1,Supervisor_1,185,10,175
5766,18,3,Supervisor_3,398,4,394
5767,25,2,Supervisor_2,195,13,182
5768,6,3,Supervisor_3,487,37,450
5769,18,1,Supervisor_1,402,17,385
5770,5,1,Supervisor_1,472,16,456
5771,45,1,Supervisor_1,232,6,226
5772,21,1,Supervisor_1,460,6,454
5773,33,2,Supervisor_2,319,15,304
5774,18,3,Supervisor_3,312,21,291
5775,29,3,Supervisor_3,243,18,225
5776,47,2,Supervisor_2,423,4,419
5777,15,3,Supervisor_3,381,24,357
5778,33,1,Supervisor_1,414,4,410
5779,24,1,Supervisor_1,202,7,195
5780,22,1,Supervisor_1,489,16,473
5781,32,1,Supervisor_1,305,20,285
5782,7,3,Supervisor_3,88,2,86
5783,26,2,Supervisor_2,188,2,186
5784,32,1,Supervisor_1,439,16,423
5785,3,2,Supervisor_2,179,12,167
5786,39,1,Supervisor_1,71,3,68
5787,47,3,Supervisor_3,190,8,182
5788,43,3,Supervisor_3,128,6,122
5789,14,1,Supervisor_1,438,24,414
5790,26,2,Supervisor_2,164,4,160
5791,1,3,Supervisor_3,246,13,233
5792,15,2,Supervisor_2,471,11,460
5793,16,2,Supervisor_2,166,3,163
5794,7,1,Supervisor_1,235,4,231
5795,29,2,Supervisor_2,486,16,470
5796,28,2,Supervisor_2,58,0,58
5797,23,3,Supervisor_3,153,7,146
5798,18,2,Supervisor_2,485,19,466
5799,9,2,Supervisor_2,416,30,386
5800,22,3,Supervisor_3,446,28,418
5801,38,1,Supervisor_1,158,3,155
5802,6,1,Supervisor_1,130,7,123
5803,49,3,Supervisor_3,188,9,179
5804,43,3,Supervisor_3,436,27,409
5805,50,1,Supervisor_1,431,30,401
5806,39,2,Supervisor_2,170,12,158
5807,27,1,Supervisor_1,282,12,270
5808,25,2,Supervisor_2,377,23,354
